epoch;accuracy;loss;mse
0;0.2415219247341156;1.5320441722869873;0.20573247969150543
1;0.2754342555999756;1.4740324020385742;0.1989155113697052
2;0.31596359610557556;1.4201809167861938;0.19231030344963074
3;0.360628604888916;1.370307207107544;0.18590417504310608
4;0.3937138020992279;1.3241955041885376;0.17991842329502106
5;0.4276261329650879;1.2818005084991455;0.17420421540737152
6;0.46236559748649597;1.2427136898040771;0.1688966453075409
7;0.49462366104125977;1.2067577838897705;0.16388702392578125
8;0.5227460861206055;1.1736528873443604;0.15922729671001434
9;0.5508685111999512;1.1432427167892456;0.15487773716449738
10;0.5773366689682007;1.1153066158294678;0.1508602797985077
11;0.586435079574585;1.0895414352416992;0.14714153110980988
12;0.6071133017539978;1.065752625465393;0.14368285238742828
13;0.624483048915863;1.043790578842163;0.140487939119339
14;0.6319271922111511;1.0234700441360474;0.137529656291008
15;0.639371395111084;1.0046520233154297;0.13479188084602356
16;0.645988404750824;0.9870644807815552;0.1322593092918396
17;0.6509512066841125;0.9707630276679993;0.12990321218967438
18;0.6517783403396606;0.9554643034934998;0.1277220994234085
19;0.6575682163238525;0.9411373734474182;0.12568926811218262
20;0.6608767509460449;0.9276012778282166;0.12377789616584778
21;0.6691480278968811;0.9148370027542114;0.12198537588119507
22;0.6716294288635254;0.9027435779571533;0.12029929459095001
23;0.6749379634857178;0.8912011384963989;0.11870341747999191
24;0.6799007654190063;0.8802195191383362;0.11719807982444763
25;0.683209240436554;0.8697448968887329;0.11576763540506363
26;0.6881720423698425;0.8596464991569519;0.11439207196235657
27;0.6906534433364868;0.8499629497528076;0.11307495832443237
28;0.6956161856651306;0.8406064510345459;0.11180940270423889
29;0.6972704529762268;0.8316245675086975;0.11060921102762222
0;0.32340776920318604;1.3197916746139526;0.1821645200252533
1;0.3680727779865265;1.266703486442566;0.17450998723506927
2;0.428453266620636;1.2183576822280884;0.16741640865802765
3;0.4797353148460388;1.174434781074524;0.16094255447387695
4;0.5268816947937012;1.1343693733215332;0.15500015020370483
5;0.5566583871841431;1.09799325466156;0.14956602454185486
6;0.5806451439857483;1.0648722648620605;0.144607275724411
7;0.5996691584587097;1.034650444984436;0.1400936394929886
8;0.6195202469825745;1.0071765184402466;0.13599659502506256
9;0.6368899941444397;0.9819826483726501;0.1322716921567917
10;0.655086874961853;0.9589529633522034;0.12886779010295868
11;0.6699751615524292;0.9378694295883179;0.12578506767749786
12;0.6790736317634583;0.9184097051620483;0.12296603620052338
13;0.6939619779586792;0.9004967212677002;0.12039309740066528
14;0.6997518539428711;0.8839205503463745;0.11804243177175522
15;0.7047146558761597;0.8685631155967712;0.11589233577251434
16;0.7055417895317078;0.854296088218689;0.11390529572963715
17;0.7063689231872559;0.8409774899482727;0.11206205934286118
18;0.7088502645492554;0.8284603953361511;0.11034395545721054
19;0.7105045318603516;0.816721498966217;0.10876194387674332
20;0.713813066482544;0.8056573271751404;0.10726983100175858
21;0.714640200138092;0.7951488494873047;0.10586516559123993
22;0.7154673337936401;0.7852099537849426;0.10453998297452927
23;0.7162944674491882;0.7757214307785034;0.10329274833202362
24;0.7162944674491882;0.7666841149330139;0.10209400206804276
25;0.7154673337936401;0.7580149173736572;0.10095205903053284
26;0.7179487347602844;0.7497515082359314;0.09985517710447311
27;0.7179487347602844;0.7417469024658203;0.09881378710269928
28;0.7179487347602844;0.7340378761291504;0.09779603034257889
29;0.7187758684158325;0.7266246676445007;0.09682047367095947
0;0.31513646245002747;1.448062777519226;0.19153250753879547
1;0.34904879331588745;1.3921654224395752;0.18503525853157043
2;0.37882548570632935;1.3401694297790527;0.17878518998622894
3;0.41025641560554504;1.2919256687164307;0.17284557223320007
4;0.43755170702934265;1.2473598718643188;0.1672457605600357
5;0.4755996763706207;1.2062311172485352;0.16198670864105225
6;0.5095120072364807;1.1684961318969727;0.15704704821109772
7;0.5368072986602783;1.1337352991104126;0.15244771540164948
8;0.5682381987571716;1.1017310619354248;0.14813539385795593
9;0.5847808122634888;1.072272539138794;0.1441318541765213
10;0.6054590344429016;1.0452021360397339;0.1404179036617279
11;0.6195202469825745;1.0201516151428223;0.13692660629749298
12;0.631100058555603;0.9969929456710815;0.1337067186832428
13;0.6492969393730164;0.9756345152854919;0.1307039111852646
14;0.6600496172904968;0.9557913541793823;0.1279367059469223
15;0.6683209538459778;0.9373578429222107;0.12532873451709747
16;0.676592230796814;0.9202840328216553;0.12292017042636871
17;0.6848635077476501;0.9043236374855042;0.1206703782081604
18;0.692307710647583;0.8893866539001465;0.11855704337358475
19;0.7022332549095154;0.8754488229751587;0.11658930033445358
20;0.7030603885650635;0.8622693419456482;0.11472409218549728
21;0.7055417895317078;0.8498914837837219;0.11300211399793625
22;0.7113316655158997;0.8382384777069092;0.11134447902441025
23;0.7154673337936401;0.8271514773368835;0.10978702455759048
24;0.7187758684158325;0.8166490197181702;0.10832864046096802
