epoch;accuracy;loss;mse
0;0.3027295172214508;1.3943942785263062;0.18939189612865448
1;0.37468981742858887;1.289533257484436;0.17610716819763184
2;0.46484696865081787;1.2009124755859375;0.16413924098014832
3;0.5359801650047302;1.125995397567749;0.15353749692440033
4;0.5913978219032288;1.0631686449050903;0.1444474160671234
5;0.639371395111084;1.010631799697876;0.13652527332305908
6;0.6782464981079102;0.9664708375930786;0.12986603379249573
7;0.6947891116142273;0.9292712211608887;0.12422025203704834
8;0.7055417895317078;0.8976621627807617;0.11945093423128128
9;0.7129859328269958;0.8703528642654419;0.11530788987874985
10;0.7154673337936401;0.846632182598114;0.11178866773843765
11;0.7179487347602844;0.8257089257240295;0.10870817303657532
12;0.721257209777832;0.8069115877151489;0.1059265285730362
13;0.7237386107444763;0.7900696396827698;0.10350017994642258
14;0.7245657444000244;0.7744917869567871;0.10124225914478302
15;0.7262200117111206;0.7601970434188843;0.09925343841314316
16;0.7287014126777649;0.7468807101249695;0.09731629490852356
17;0.729528546333313;0.7343164086341858;0.0955582708120346
18;0.729528546333313;0.7224940657615662;0.09392674267292023
19;0.7320099472999573;0.711249589920044;0.09233539551496506
20;0.7328370809555054;0.7005594968795776;0.0908852070569992
21;0.736145555973053;0.6902807354927063;0.08942889422178268
22;0.7369726896286011;0.6805325746536255;0.0881393775343895
23;0.7402812242507935;0.6710296869277954;0.08678071200847626
24;0.7419354915618896;0.6618877649307251;0.08558595925569534
25;0.7444168925285339;0.6530954241752625;0.08431106060743332
26;0.745244026184082;0.6445779204368591;0.08322812616825104
27;0.7485525012016296;0.6362346410751343;0.0820745974779129
28;0.7510339021682739;0.6282400488853455;0.0811038538813591
29;0.751861035823822;0.6203319430351257;0.0799921452999115
0;0.3275434374809265;1.46748948097229;0.19255731999874115
1;0.4590570628643036;1.308844804763794;0.17103324830532074
2;0.564929723739624;1.1889461278915405;0.15435245633125305
3;0.6410256624221802;1.0981160402297974;0.14177118241786957
4;0.6741108298301697;1.028395175933838;0.13248585164546967
5;0.6906534433364868;0.9731625914573669;0.12540331482887268
6;0.6980975866317749;0.9281476140022278;0.1198197454214096
7;0.7055417895317078;0.890235960483551;0.1152343600988388
8;0.707196056842804;0.8576579093933105;0.11139363050460815
9;0.7080231308937073;0.8288441300392151;0.10798928886651993
10;0.7129859328269958;0.8031666874885559;0.10489533096551895
11;0.7154673337936401;0.7799307703971863;0.1021067202091217
12;0.7171216011047363;0.7586022615432739;0.09945832937955856
13;0.7171216011047363;0.7390247583389282;0.0970081239938736
14;0.7171216011047363;0.7208808064460754;0.09468409419059753
15;0.7204301357269287;0.7038852572441101;0.09248746186494827
16;0.721257209777832;0.688058078289032;0.09037675708532333
17;0.7245657444000244;0.6731294989585876;0.08837086707353592
18;0.7278742790222168;0.6589645743370056;0.08651387691497803
19;0.729528546333313;0.6457087397575378;0.08475534617900848
20;0.7344912886619568;0.6330500841140747;0.08297450840473175
21;0.7394540905952454;0.6210676431655884;0.0813777893781662
22;0.7402812242507935;0.6096173524856567;0.0798485055565834
23;0.7460711598396301;0.5987193584442139;0.0784233808517456
24;0.7510339021682739;0.5883234143257141;0.0770256444811821
25;0.7526881694793701;0.5783860087394714;0.07565369457006454
26;0.7584781050682068;0.568720281124115;0.07440020143985748
27;0.7634408473968506;0.5595632195472717;0.07320748269557953
28;0.766749382019043;0.5507517457008362;0.07213371992111206
29;0.774193525314331;0.5422337055206299;0.07098902016878128
0;0.5756824016571045;1.1581711769104004;0.15275566279888153
1;0.6873449087142944;0.9765028357505798;0.127167209982872
2;0.7030603885650635;0.8808317184448242;0.11428652703762054
3;0.7063689231872559;0.8180904388427734;0.10644418746232986
4;0.7063689231872559;0.7690415382385254;0.10058435052633286
5;0.7105045318603516;0.7254388332366943;0.09498047828674316
6;0.7154673337936401;0.6848090291023254;0.08969768136739731
7;0.7220843434333801;0.6463005542755127;0.08459831774234772
8;0.745244026184082;0.6105851531028748;0.07975003868341446
9;0.7650951147079468;0.5772640705108643;0.07511474937200546
10;0.7816377282142639;0.5467863082885742;0.07107115536928177
11;0.8006616830825806;0.5192239284515381;0.0674964115023613
12;0.819685697555542;0.49368754029273987;0.06416252255439758
13;0.8238213658332825;0.4709302484989166;0.061538323760032654
14;0.8362283110618591;0.45001140236854553;0.05872223153710365
15;0.8337469100952148;0.43127527832984924;0.056767623871564865
16;0.8461538553237915;0.4141375720500946;0.05456628277897835
17;0.8560793995857239;0.398573100566864;0.052530985325574875
18;0.856906533241272;0.3843538165092468;0.05102623254060745
19;0.8643506765365601;0.37107452750205994;0.04926871135830879
20;0.8643506765365601;0.35870617628097534;0.04784252122044563
21;0.8734491467475891;0.34743690490722656;0.046404846012592316
22;0.8759305477142334;0.3367861807346344;0.0451410748064518
23;0.8759305477142334;0.3267382085323334;0.04387498274445534
24;0.879239022731781;0.3177540600299835;0.042881079018116
25;0.8825475573539734;0.30897924304008484;0.04165013134479523
26;0.8850289583206177;0.30064019560813904;0.04056956246495247
27;0.8899917006492615;0.29287800192832947;0.039588622748851776
28;0.8974359035491943;0.28537634015083313;0.03849545493721962
29;0.9023987054824829;0.27835768461227417;0.03767503798007965
0;0.3110008239746094;1.4017454385757446;0.18948999047279358
1;0.6666666865348816;1.033947229385376;0.13785137236118317
2;0.7055417895317078;0.8351899981498718;0.10848000645637512
3;0.7080231308937073;0.7390171885490417;0.09596407413482666
4;0.7204301357269287;0.6779544353485107;0.0879855528473854
5;0.7303556799888611;0.6273625493049622;0.08159255981445312
6;0.7535153031349182;0.5811325311660767;0.075229711830616
7;0.7766749262809753;0.5395572185516357;0.06956673413515091
8;0.8031430840492249;0.5023313164710999;0.06476984918117523
9;0.8337469100952148;0.4696829915046692;0.06076622009277344
10;0.8403639197349548;0.4418829679489136;0.05758550390601158
11;0.8486352562904358;0.41804563999176025;0.05473790317773819
12;0.8610422015190125;0.3966754078865051;0.05254143103957176
13;0.8643506765365601;0.378271222114563;0.05039367079734802
14;0.8676592111587524;0.3613719642162323;0.048565272241830826
15;0.8709677457809448;0.3473263680934906;0.04699267819523811
16;0.8709677457809448;0.3338058888912201;0.04533965885639191
17;0.8751034140586853;0.32179948687553406;0.04405583441257477
18;0.8734491467475891;0.3111935555934906;0.042715635150671005
19;0.8759305477142334;0.3008267283439636;0.041570086032152176
20;0.8800661563873291;0.2912798225879669;0.04021207615733147
21;0.8775847554206848;0.2830464243888855;0.03930296003818512
22;0.887510359287262;0.2751024067401886;0.03813143074512482
23;0.894127368927002;0.2669734060764313;0.03706842288374901
24;0.8957816362380981;0.2599877417087555;0.03612782806158066
25;0.8999173045158386;0.2538696527481079;0.035434119403362274
26;0.9040529131889343;0.24699339270591736;0.03428368270397186
27;0.9023987054824829;0.2411486953496933;0.033576734364032745
28;0.9048800468444824;0.23602890968322754;0.03293301537632942
29;0.9090157151222229;0.23090268671512604;0.03220566362142563
0;0.44582298398017883;1.282947301864624;0.17299672961235046
1;0.6964433193206787;0.9573183059692383;0.12671208381652832
2;0.707196056842804;0.8054674863815308;0.10665435343980789
3;0.713813066482544;0.723397433757782;0.09613446146249771
4;0.7229114770889282;0.6622182130813599;0.08815161138772964
5;0.7377998232841492;0.6092501878738403;0.0806359127163887
6;0.7593052387237549;0.5624436736106873;0.07378851622343063
7;0.7907361388206482;0.5204206705093384;0.06798452883958817
8;0.8122414946556091;0.4834524095058441;0.0633000060915947
9;0.8444995880126953;0.45121896266937256;0.05907633155584335
10;0.8469809889793396;0.4233103394508362;0.05615231394767761
11;0.8593879342079163;0.3979925811290741;0.05305793508887291
12;0.8668320775032043;0.37622541189193726;0.05047157034277916
13;0.8676592111587524;0.35584312677383423;0.04793078824877739
14;0.8734491467475891;0.3375700116157532;0.04573356360197067
15;0.8751034140586853;0.32172659039497375;0.04374163597822189
