epoch;accuracy;loss;mse
0;0.11249999701976776;45.36529541015625;0.0899127870798111
1;0.0892857164144516;31.256305694580078;0.08510655164718628
2;0.08214285969734192;20.929983139038086;0.07939359545707703
3;0.0803571417927742;15.405142784118652;0.07513611018657684
4;0.07500000298023224;12.65939998626709;0.07454366981983185
5;0.07321428507566452;10.018473625183105;0.07332880795001984
6;0.06428571790456772;7.839675426483154;0.07077871263027191
7;0.07678571343421936;6.790287017822266;0.0687953382730484
8;0.0714285746216774;6.334822177886963;0.06685541570186615
9;0.0803571417927742;5.903617858886719;0.06623854488134384
10;0.07678571343421936;5.556317329406738;0.06503211706876755
11;0.0982142835855484;5.1937456130981445;0.0633215680718422
12;0.08214285969734192;4.891654968261719;0.06305041164159775
13;0.0982142835855484;4.591602325439453;0.06156627833843231
14;0.10535714030265808;4.376396179199219;0.060872651636600494
15;0.1071428582072258;4.13128662109375;0.0596209391951561
16;0.12142857164144516;3.9537441730499268;0.05850228667259216
17;0.12321428209543228;3.8066422939300537;0.057533521205186844
18;0.125;3.6952531337738037;0.057182829827070236
19;0.1339285671710968;3.5679807662963867;0.056363869458436966
20;0.13571429252624512;3.470724105834961;0.0559188649058342
21;0.14464285969734192;3.3559939861297607;0.05537458136677742
22;0.16249999403953552;3.251955986022949;0.05465470999479294
23;0.15535713732242584;3.167360782623291;0.05386333540081978
24;0.16249999403953552;3.1032633781433105;0.0541030615568161
25;0.18035714328289032;3.0205979347229004;0.05322873592376709
26;0.16428571939468384;2.9620721340179443;0.05272549390792847
27;0.20714285969734192;2.8794760704040527;0.05206523835659027
28;0.20357142388820648;2.8243584632873535;0.05155946686863899
29;0.2053571492433548;2.771252393722534;0.051060691475868225
0;0.04107142984867096;26.178489685058594;0.09586594998836517
1;0.05535714328289032;16.25917625427246;0.07849206030368805
2;0.07857143133878708;12.119146347045898;0.07133851200342178
3;0.09107142686843872;9.695304870605469;0.06911469250917435
4;0.0892857164144516;7.845850467681885;0.06690173596143723
5;0.09285714477300644;6.574091911315918;0.06436356157064438
6;0.09107142686843872;5.714791297912598;0.06287356466054916
7;0.09464285522699356;5.077491283416748;0.061765335500240326
8;0.09464285522699356;4.606574058532715;0.05999193340539932
9;0.0982142835855484;4.256957054138184;0.05874919146299362
10;0.10357142984867096;3.9542908668518066;0.057799167931079865
11;0.10535714030265808;3.6583399772644043;0.05638226866722107
12;0.09285714477300644;3.3871219158172607;0.05516102537512779
13;0.0892857164144516;3.19755482673645;0.054210957139730453
14;0.09464285522699356;3.0841550827026367;0.05364089831709862
15;0.09107142686843872;3.018697738647461;0.05317549780011177
16;0.09285714477300644;2.961873769760132;0.0528140664100647
17;0.09642857313156128;2.9201762676239014;0.052578866481781006
18;0.0892857164144516;2.8932836055755615;0.05241970717906952
19;0.11071428656578064;2.8721580505371094;0.052271366119384766
20;0.10357142984867096;2.8604824542999268;0.05214560404419899
21;0.125;2.849550247192383;0.05198933929204941
22;0.13750000298023224;2.8337337970733643;0.05177547410130501
23;0.14642857015132904;2.820923089981079;0.051643289625644684
24;0.1517857164144516;2.810965061187744;0.05146951973438263
25;0.15000000596046448;2.7987220287323;0.051441047340631485
26;0.1517857164144516;2.7925212383270264;0.05136968940496445
27;0.14642857015132904;2.7818522453308105;0.051229462027549744
28;0.16249999403953552;2.7747411727905273;0.051192980259656906
29;0.15535713732242584;2.7698757648468018;0.051148027181625366
0;0.05000000074505806;29.452138900756836;0.09629104286432266
1;0.04642857238650322;15.614956855773926;0.07658151537179947
2;0.10357142984867096;10.125563621520996;0.06602808833122253
3;0.10178571194410324;7.091921329498291;0.06164770945906639
4;0.12857143580913544;5.469223976135254;0.05870805308222771
5;0.12142857164144516;4.593626499176025;0.05727231130003929
6;0.1607142835855484;3.956923484802246;0.05552663281559944
7;0.12678571045398712;3.578784227371216;0.05497485399246216
8;0.14107142388820648;3.2892372608184814;0.05378638952970505
9;0.16428571939468384;3.1157281398773193;0.05311240628361702
10;0.1517857164144516;2.9943268299102783;0.052677035331726074
11;0.15892857313156128;2.9023361206054688;0.052112750709056854
12;0.15357142686843872;2.8580734729766846;0.05203179270029068
13;0.15892857313156128;2.814128875732422;0.05170175060629845
14;0.17142857611179352;2.7852470874786377;0.05143905058503151
15;0.18392856419086456;2.758490562438965;0.05129768326878548
16;0.1785714328289032;2.7397451400756836;0.05111568793654442
17;0.17142857611179352;2.7200727462768555;0.051026683300733566
18;0.17678570747375488;2.709864854812622;0.05091781169176102
19;0.19464285671710968;2.6920158863067627;0.050630517303943634
20;0.19464285671710968;2.675356864929199;0.05050414428114891
21;0.18928571045398712;2.6763699054718018;0.050626423209905624
22;0.17321428656578064;2.6620335578918457;0.050494566559791565
23;0.20178571343421936;2.667144298553467;0.05046607926487923
24;0.1964285671710968;2.6490960121154785;0.05028137192130089
25;0.2053571492433548;2.652393102645874;0.05038028955459595
26;0.2053571492433548;2.632402181625366;0.050131261348724365
27;0.1964285671710968;2.620082139968872;0.05013996362686157
28;0.20357142388820648;2.6162285804748535;0.04997268319129944
29;0.20714285969734192;2.5947766304016113;0.04988376796245575
0;0.03928571566939354;19.231739044189453;0.0866626650094986
1;0.05535714328289032;9.829421997070312;0.07575429230928421
2;0.06964285671710968;5.857986927032471;0.06474929302930832
3;0.0803571417927742;4.279627323150635;0.05912173166871071
4;0.05892857164144516;3.411571502685547;0.055933404713869095
5;0.08214285969734192;3.067085027694702;0.05366172268986702
6;0.08392857015132904;2.9514517784118652;0.052963737398386
7;0.09464285522699356;2.8980867862701416;0.052553992718458176
8;0.08571428805589676;2.878667116165161;0.05247091129422188
9;0.11249999701976776;2.8452811241149902;0.05223614722490311
10;0.13035714626312256;2.832655668258667;0.05209434777498245
11;0.1339285671710968;2.811004638671875;0.05195166543126106
12;0.12857143580913544;2.7928664684295654;0.05184357613325119
13;0.14642857015132904;2.798677682876587;0.05185064673423767
14;0.15000000596046448;2.7804625034332275;0.05179181694984436
15;0.1428571492433548;2.76639723777771;0.051628220826387405
16;0.16249999403953552;2.7569119930267334;0.05161117762327194
17;0.15892857313156128;2.737900495529175;0.05141967535018921
18;0.1696428507566452;2.7437875270843506;0.0514729879796505
19;0.16249999403953552;2.727255344390869;0.05137518048286438
20;0.14821428060531616;2.7291605472564697;0.051469866186380386
21;0.16428571939468384;2.710850238800049;0.051224809139966965
22;0.17321428656578064;2.712641477584839;0.051249343901872635
23;0.1785714328289032;2.708946466445923;0.05119970813393593
24;0.18214285373687744;2.6890387535095215;0.0511094406247139
25;0.17142857611179352;2.6825754642486572;0.05103904381394386
26;0.17678570747375488;2.6652050018310547;0.05088076367974281
27;0.18392856419086456;2.669235944747925;0.0508899912238121
28;0.18214285373687744;2.6449406147003174;0.05066714808344841
29;0.18928571045398712;2.6350553035736084;0.0504610575735569
