epoch;accuracy;loss;mse
11;0.9571428298950195;0.2107415497303009;0.013044684194028378
12;0.9599999785423279;0.160838320851326;0.009484495036303997
13;0.9871428608894348;0.10982374101877213;0.005345658864825964
14;0.9871428608894348;0.09011062234640121;0.004147605039179325
15;0.9928571581840515;0.0819622278213501;0.0034803475718945265
16;0.9985714554786682;0.062237076461315155;0.002263745293021202
17;0.9985714554786682;0.050352465361356735;0.0015724992845207453
18;1.0;0.04012666270136833;0.00101855571847409
19;1.0;0.03415586054325104;0.0007498771883547306
20;1.0;0.029870033264160156;0.0005675209686160088
21;1.0;0.025985542684793472;0.0004531478334683925
22;1.0;0.022159185260534286;0.0003439401916693896
23;1.0;0.0194596815854311;0.000251551391556859
24;1.0;0.017528479918837547;0.00020111411868128926
25;1.0;0.015255765989422798;0.00015404715668410063
26;1.0;0.013902736827731133;0.00013019191101193428
27;1.0;0.012135755270719528;0.00010127865971298888
28;1.0;0.011021879501640797;8.112289651762694e-05
29;1.0;0.010042701847851276;6.983994535403326e-05
0;0.1485714316368103;13.350140571594238;0.2204452008008957
1;0.2028571367263794;5.099218368530273;0.1856866478919983
2;0.32428571581840515;3.0132436752319336;0.14110645651817322
3;0.4171428680419922;2.359575033187866;0.12233033031225204
4;0.5385714173316956;1.4441698789596558;0.09076893329620361
5;0.6142857074737549;1.171859860420227;0.07502676546573639
6;0.7314285635948181;0.7498081922531128;0.05123036354780197
7;0.8157142996788025;0.5456154942512512;0.03730795532464981
8;0.8757143020629883;0.37538865208625793;0.025677740573883057
9;0.9285714030265808;0.28158262372016907;0.018610546365380287
10;0.9700000286102295;0.20220938324928284;0.012062269262969494
11;0.9814285635948181;0.14609256386756897;0.007927930913865566
12;0.9942857027053833;0.10797790437936783;0.005058672279119492
13;0.9942857027053833;0.09664309024810791;0.004464370664209127
14;0.9985714554786682;0.06777400523424149;0.002372463932260871
15;0.9971428513526917;0.05896243453025818;0.002075818832963705
16;1.0;0.03964667022228241;0.000970466120634228
17;1.0;0.03408500552177429;0.0007132183527573943
18;1.0;0.02767830528318882;0.0005564717575907707
19;1.0;0.023633532226085663;0.000359370227670297
20;1.0;0.018380166962742805;0.00021926652698311955
21;1.0;0.015764636918902397;0.00015875323151703924
22;1.0;0.01355986762791872;0.00011704221105901524
23;1.0;0.012100926600396633;9.124197822529823e-05
24;1.0;0.010226779617369175;6.356444646371529e-05
25;1.0;0.009280907921493053;5.368505298974924e-05
26;1.0;0.008197514340281487;4.289842036087066e-05
27;1.0;0.007335206959396601;3.3055101084755734e-05
28;1.0;0.006607644259929657;2.597475759102963e-05
29;1.0;0.005947598721832037;2.163765202567447e-05
0;0.16428571939468384;13.215269088745117;0.2138868272304535
1;0.23999999463558197;4.477330684661865;0.17290909588336945
2;0.34142857789993286;2.5812673568725586;0.13663966953754425
3;0.43142858147621155;2.1122374534606934;0.11807438731193542
4;0.5528571605682373;1.4382209777832031;0.0894986093044281
5;0.7128571271896362;0.7866080403327942;0.05459520220756531
6;0.7985714077949524;0.5761297345161438;0.04025818407535553
7;0.8871428370475769;0.3539012670516968;0.023866010829806328
8;0.9399999976158142;0.24922123551368713;0.015761377289891243
9;0.9642857313156128;0.18217328190803528;0.01055216509848833
10;0.9842857122421265;0.1194034218788147;0.00608709966763854
11;0.9957143068313599;0.07962673157453537;0.0033517470583319664
12;0.9971428513526917;0.06214255094528198;0.0022185349371284246
13;0.9985714554786682;0.04748881608247757;0.0014656332787126303
14;1.0;0.03543921560049057;0.0009232080774381757
15;1.0;0.027598991990089417;0.0005535506061278284
16;1.0;0.02227145805954933;0.00036556183476932347
17;1.0;0.017890334129333496;0.0002254243881907314
18;1.0;0.01533260103315115;0.00017218507127836347
19;1.0;0.012876198627054691;0.00011519936379045248
20;1.0;0.011663345620036125;9.300455712946132e-05
21;1.0;0.00986836850643158;6.326779839582741e-05
22;1.0;0.008600408211350441;4.9647747800918296e-05
23;1.0;0.007845603860914707;3.9738166378811e-05
24;1.0;0.006941628642380238;3.243167884647846e-05
25;1.0;0.006349870003759861;2.6664691176847555e-05
26;1.0;0.005669005680829287;2.1651525457855314e-05
27;1.0;0.004999280907213688;1.669841913098935e-05
28;1.0;0.004623533226549625;1.4091016055317596e-05
29;1.0;0.004231000319123268;1.1982724572590087e-05
